Sequence	Count	Probability(%)
5736	41	0.002303
7746	41	0.002303
5648	41	0.002303
3640	41	0.002303
5197	41	0.002303
6513	41	0.002303
0058	41	0.002303
0573	41	0.002303
9824	41	0.002303
5243	41	0.002303
4172	41	0.002303
9935	41	0.002303
4328	41	0.002303
2938	41	0.002303
4558	41	0.002303
3831	41	0.002303
7725	41	0.002303
4538	41	0.002303
7666	41	0.002303
8541	41	0.002303
0158	41	0.002303
9245	41	0.002303
4771	41	0.002303
0354	41	0.002303
5548	41	0.002303
5427	41	0.002303
9325	41	0.002303
6373	41	0.002303
3229	41	0.002303
7480	41	0.002303
0263	41	0.002303
6554	41	0.002303
8842	41	0.002303
6433	41	0.002303
4708	41	0.002303
5345	41	0.002303
7925	41	0.002303
8677	41	0.002303
6595	41	0.002303
9623	41	0.002303
0140	41	0.002303
7397	41	0.002303
7076	41	0.002303
5709	41	0.002303
6408	41	0.002303
3978	41	0.002303
5873	41	0.002303
2955	41	0.002303
7196	41	0.002303
9867	41	0.002303
3966	41	0.002303
4239	41	0.002303
8238	41	0.002303
0266	41	0.002303
3635	41	0.002303
0475	41	0.002303
7260	41	0.002303
4149	41	0.002303
9256	41	0.002303
9531	41	0.002303
0546	41	0.002303
3523	41	0.002303
3539	41	0.002303
2936	41	0.002303
4830	41	0.002303
3995	41	0.002303
8041	41	0.002303
5776	41	0.002303
5651	41	0.002303
7739	41	0.002303
3067	41	0.002303
4529	41	0.002303
6248	41	0.002303
0778	41	0.002303
5908	41	0.002303
4367	41	0.002303
5741	41	0.002303
3518	41	0.002303
0654	41	0.002303
4709	41	0.002303
6428	41	0.002303
6461	41	0.002303
3730	41	0.002303
8515	41	0.002303
2640	41	0.002303
6085	41	0.002303
5035	41	0.002303
8766	41	0.002303
8571	41	0.002303
5358	41	0.002303
8045	41	0.002303
4719	41	0.002303
7466	41	0.002303
7267	41	0.002303
7975	41	0.002303
8632	41	0.002303
5323	41	0.002303
4066	41	0.002303
6757	41	0.002303
5549	41	0.002303
0856	41	0.002303
9232	41	0.002303
0142	41	0.002303
3568	41	0.002303
3747	41	0.002303
4326	41	0.002303
4024	41	0.002303
3750	41	0.002303
5328	41	0.002303
5049	41	0.002303
6495	41	0.002303
3259	41	0.002303
8681	41	0.002303
5708	41	0.002303
2964	41	0.002303
6065	41	0.002303
4842	41	0.002303
4864	41	0.002303
0980	41	0.002303
6014	41	0.002303
5730	41	0.002303
4574	41	0.002303
5261	41	0.002303
3833	41	0.002303
7376	41	0.002303
9813	41	0.002303
4918	41	0.002303
2865	41	0.002303
0733	41	0.002303
3796	41	0.002303
3597	40	0.002246
9356	40	0.002246
6422	40	0.002246
8148	40	0.002246
3065	40	0.002246
0454	40	0.002246
6377	40	0.002246
5440	40	0.002246
3468	40	0.002246
6750	40	0.002246
4645	40	0.002246
3751	40	0.002246
8665	40	0.002246
2848	40	0.002246
4639	40	0.002246
8417	40	0.002246
7432	40	0.002246
6952	40	0.002246
5637	40	0.002246
6134	40	0.002246
5910	40	0.002246
7726	40	0.002246
6327	40	0.002246
4879	40	0.002246
5381	40	0.002246
7327	40	0.002246
3549	40	0.002246
5955	40	0.002246
4329	40	0.002246
6964	40	0.002246
6019	40	0.002246
3260	40	0.002246
0096	40	0.002246
0479	40	0.002246
9150	40	0.002246
0064	40	0.002246
5471	40	0.002246
4395	40	0.002246
5395	40	0.002246
5360	40	0.002246
4725	40	0.002246
9258	40	0.002246
9550	40	0.002246
9032	40	0.002246
4910	40	0.002246
0097	40	0.002246
7323	40	0.002246
8027	40	0.002246
8627	40	0.002246
3740	40	0.002246
6819	40	0.002246
3448	40	0.002246
8380	40	0.002246
6637	40	0.002246
4995	40	0.002246
4176	40	0.002246
3968	40	0.002246
5083	40	0.002246
7536	40	0.002246
0138	40	0.002246
5756	40	0.002246
8009	40	0.002246
4385	40	0.002246
7356	40	0.002246
9792	40	0.002246
5996	40	0.002246
7672	40	0.002246
6440	40	0.002246
6247	40	0.002246
7158	40	0.002246
8616	40	0.002246
7011	40	0.002246
8132	40	0.002246
5066	40	0.002246
6228	40	0.002246
7243	40	0.002246
8516	40	0.002246
8975	40	0.002246
9179	40	0.002246
0576	40	0.002246
7759	40	0.002246
0135	40	0.002246
9780	40	0.002246
7241	40	0.002246
5170	40	0.002246
5077	40	0.002246
3609	40	0.002246
4360	40	0.002246
9078	40	0.002246
3918	40	0.002246
4979	40	0.002246
7935	40	0.002246
9422	40	0.002246
6811	40	0.002246
6958	40	0.002246
9714	40	0.002246
8006	40	0.002246
7072	40	0.002246
6360	40	0.002246
6050	40	0.002246
4950	40	0.002246
2949	40	0.002246
4314	40	0.002246
7254	40	0.002246
9133	40	0.002246
5069	40	0.002246
2941	40	0.002246
5026	40	0.002246
5980	40	0.002246
4777	40	0.002246
5439	40	0.002246
6072	40	0.002246
3799	40	0.002246
7218	40	0.002246
4137	40	0.002246
3848	40	0.002246
6349	40	0.002246
3871	40	0.002246
5640	40	0.002246
0245	40	0.002246
5111	40	0.002246
3039	40	0.002246
4163	40	0.002246
5137	40	0.002246
8609	40	0.002246
4608	40	0.002246
4996	40	0.002246
0535	40	0.002246
7627	40	0.002246
8576	40	0.002246
6824	40	0.002246
0997	40	0.002246
9843	40	0.002246
9274	40	0.002246
6559	40	0.002246
9971	40	0.002246
5974	40	0.002246
2970	40	0.002246
9377	40	0.002246
8697	40	0.002246
0775	40	0.002246
5558	40	0.002246
5817	39	0.002190
0645	39	0.002190
9932	39	0.002190
4768	39	0.002190
4354	39	0.002190
9565	39	0.002190
6758	39	0.002190
8964	39	0.002190
3842	39	0.002190
3049	39	0.002190
3538	39	0.002190
8475	39	0.002190
8780	39	0.002190
4459	39	0.002190
8019	39	0.002190
5359	39	0.002190
6296	39	0.002190
6202	39	0.002190
6932	39	0.002190
9670	39	0.002190
8109	39	0.002190
4681	39	0.002190
3629	39	0.002190
8254	39	0.002190
3149	39	0.002190
9727	39	0.002190
8856	39	0.002190
3476	39	0.002190
6322	39	0.002190
9576	39	0.002190
7261	39	0.002190
8553	39	0.002190
5091	39	0.002190
0043	39	0.002190
8573	39	0.002190
8174	39	0.002190
8508	39	0.002190
7379	39	0.002190
8933	39	0.002190
0832	39	0.002190
8324	39	0.002190
2741	39	0.002190
7453	39	0.002190
3841	39	0.002190
8454	39	0.002190
7296	39	0.002190
7136	39	0.002190
3726	39	0.002190
4473	39	0.002190
9431	39	0.002190
9483	39	0.002190
4636	39	0.002190
7743	39	0.002190
4153	39	0.002190
8114	39	0.002190
9185	39	0.002190
3631	39	0.002190
9132	39	0.002190
3657	39	0.002190
4972	39	0.002190
8208	39	0.002190
5073	39	0.002190
7731	39	0.002190
3439	39	0.002190
8533	39	0.002190
8271	39	0.002190
3483	39	0.002190
8864	39	0.002190
7207	39	0.002190
4559	39	0.002190
9477	39	0.002190
3072	39	0.002190
7644	39	0.002190
8845	39	0.002190
4778	39	0.002190
4668	39	0.002190
4337	39	0.002190
6068	39	0.002190
9869	39	0.002190
6881	39	0.002190
7641	39	0.002190
9237	39	0.002190
3364	39	0.002190
0049	39	0.002190
5336	39	0.002190
4654	39	0.002190
4841	39	0.002190
8498	39	0.002190
4308	39	0.002190
7240	39	0.002190
8457	39	0.002190
9927	39	0.002190
3648	39	0.002190
6062	39	0.002190
3446	39	0.002190
3899	39	0.002190
9666	39	0.002190
7176	39	0.002190
6157	39	0.002190
6121	39	0.002190
5141	39	0.002190
0741	39	0.002190
9530	39	0.002190
4457	39	0.002190
5962	39	0.002190
8248	39	0.002190
4644	39	0.002190
4728	39	0.002190
9881	39	0.002190
7568	39	0.002190
4148	39	0.002190
5872	39	0.002190
0932	39	0.002190
6658	39	0.002190
6297	39	0.002190
7995	39	0.002190
1639	39	0.002190
9331	39	0.002190
0356	39	0.002190
6143	39	0.002190
3951	39	0.002190
0278	39	0.002190
4438	39	0.002190
7655	39	0.002190
5087	39	0.002190
5473	39	0.002190
4852	39	0.002190
9944	39	0.002190
8459	39	0.002190
9828	39	0.002190
6572	39	0.002190
5372	39	0.002190
3862	39	0.002190
9974	39	0.002190
3950	39	0.002190
6481	39	0.002190
5371	39	0.002190
8098	39	0.002190
5821	39	0.002190
9939	39	0.002190
4319	39	0.002190
7996	39	0.002190
7128	39	0.002190
4755	39	0.002190
3634	39	0.002190
7662	39	0.002190
3946	39	0.002190
3556	39	0.002190
9433	39	0.002190
9619	39	0.002190
6109	39	0.002190
3866	39	0.002190
4365	39	0.002190
9345	38	0.002134
4797	38	0.002134
5079	38	0.002134
6552	38	0.002134
9430	38	0.002134
4147	38	0.002134
6652	38	0.002134
6939	38	0.002134
7599	38	0.002134
6048	38	0.002134
9674	38	0.002134
4376	38	0.002134
9475	38	0.002134
0467	38	0.002134
8656	38	0.002134
7834	38	0.002134
9382	38	0.002134
6168	38	0.002134
5318	38	0.002134
8724	38	0.002134
9164	38	0.002134
6509	38	0.002134
7619	38	0.002134
9795	38	0.002134
5082	38	0.002134
9278	38	0.002134
4631	38	0.002134
7730	38	0.002134
6164	38	0.002134
8194	38	0.002134
0533	38	0.002134
4975	38	0.002134
7019	38	0.002134
4727	38	0.002134
3475	38	0.002134
7146	38	0.002134
6328	38	0.002134
7031	38	0.002134
3053	38	0.002134
7454	38	0.002134
8796	38	0.002134
6271	38	0.002134
9363	38	0.002134
6334	38	0.002134
0065	38	0.002134
8999	38	0.002134
8408	38	0.002134
5397	38	0.002134
0146	38	0.002134
5537	38	0.002134
9954	38	0.002134
7131	38	0.002134
8536	38	0.002134
3914	38	0.002134
6582	38	0.002134
6517	38	0.002134
7247	38	0.002134
9242	38	0.002134
5480	38	0.002134
0964	38	0.002134
6140	38	0.002134
5668	38	0.002134
9644	38	0.002134
6033	38	0.002134
5447	38	0.002134
6419	38	0.002134
5975	38	0.002134
7431	38	0.002134
9622	38	0.002134
0264	38	0.002134
7155	38	0.002134
5718	38	0.002134
2761	38	0.002134
8450	38	0.002134
8546	38	0.002134
4846	38	0.002134
8527	38	0.002134
6375	38	0.002134
9583	38	0.002134
9916	38	0.002134
3367	38	0.002134
5448	38	0.002134
7463	38	0.002134
9467	38	0.002134
0735	38	0.002134
9183	38	0.002134
0468	38	0.002134
7473	38	0.002134
9378	38	0.002134
5017	38	0.002134
7596	38	0.002134
4070	38	0.002134
5843	38	0.002134
5750	38	0.002134
3724	38	0.002134
4027	38	0.002134
8572	38	0.002134
7215	38	0.002134
6847	38	0.002134
4471	38	0.002134
6647	38	0.002134
6326	38	0.002134
7915	38	0.002134
4396	38	0.002134
4026	38	0.002134
5780	38	0.002134
4620	38	0.002134
9137	38	0.002134
9251	38	0.002134
5928	38	0.002134
7742	38	0.002134
8597	38	0.002134
6657	38	0.002134
0344	38	0.002134
7716	38	0.002134
4723	38	0.002134
4418	38	0.002134
7942	38	0.002134
6850	38	0.002134
0563	38	0.002134
4939	38	0.002134
3661	38	0.002134
6378	38	0.002134
4139	38	0.002134
3809	38	0.002134
6880	38	0.002134
3770	38	0.002134
4363	38	0.002134
8613	38	0.002134
7108	38	0.002134
9645	38	0.002134
6830	38	0.002134
5065	38	0.002134
8360	38	0.002134
9917	38	0.002134
4095	38	0.002134
9628	38	0.002134
0154	38	0.002134
7006	38	0.002134
4866	38	0.002134
4461	38	0.002134
5999	38	0.002134
4627	38	0.002134
4051	38	0.002134
7407	38	0.002134
6825	38	0.002134
4028	38	0.002134
3729	38	0.002134
5670	38	0.002134
9873	38	0.002134
4823	38	0.002134
9563	38	0.002134
5338	38	0.002134
5717	38	0.002134
9169	38	0.002134
4049	38	0.002134
6516	38	0.002134
6141	38	0.002134
0062	38	0.002134
3876	38	0.002134
0235	38	0.002134
9309	38	0.002134
5971	38	0.002134
5661	38	0.002134
9469	38	0.002134
4042	38	0.002134
8016	38	0.002134
5081	38	0.002134
7528	38	0.002134
5795	38	0.002134
9534	38	0.002134
4330	37	0.002078
4348	37	0.002078
9581	37	0.002078
7519	37	0.002078
6240	37	0.002078
0274	37	0.002078
8138	37	0.002078
2735	37	0.002078
9454	37	0.002078
6935	37	0.002078
3463	37	0.002078
6355	37	0.002078
4735	37	0.002078
9264	37	0.002078
4437	37	0.002078
5815	37	0.002078
3047	37	0.002078
0532	37	0.002078
6374	37	0.002078
3617	37	0.002078
5329	37	0.002078
0136	37	0.002078
9517	37	0.002078
4453	37	0.002078
8967	37	0.002078
9463	37	0.002078
0866	37	0.002078
9379	37	0.002078
6222	37	0.002078
6254	37	0.002078
3653	37	0.002078
9620	37	0.002078
4965	37	0.002078
9319	37	0.002078
2953	37	0.002078
7309	37	0.002078
6564	37	0.002078
8021	37	0.002078
3464	37	0.002078
8936	37	0.002078
3048	37	0.002078
7570	37	0.002078
4275	37	0.002078
3676	37	0.002078
9662	37	0.002078
3983	37	0.002078
9934	37	0.002078
6659	37	0.002078
8255	37	0.002078
0974	37	0.002078
4669	37	0.002078
6534	37	0.002078
4923	37	0.002078
8227	37	0.002078
6018	37	0.002078
9509	37	0.002078
3748	37	0.002078
8273	37	0.002078
5827	37	0.002078
3674	37	0.002078
7022	37	0.002078
7073	37	0.002078
5027	37	0.002078
8168	37	0.002078
7946	37	0.002078
6844	37	0.002078
5367	37	0.002078
8416	37	0.002078
7153	37	0.002078
8247	37	0.002078
6945	37	0.002078
7719	37	0.002078
6954	37	0.002078
3819	37	0.002078
4970	37	0.002078
9435	37	0.002078
4745	37	0.002078
9931	37	0.002078
5952	37	0.002078
9421	37	0.002078
3755	37	0.002078
5961	37	0.002078
6155	37	0.002078
3683	37	0.002078
7615	37	0.002078
8471	37	0.002078
6820	37	0.002078
6937	37	0.002078
3817	37	0.002078
6496	37	0.002078
9523	37	0.002078
9176	37	0.002078
9478	37	0.002078
5809	37	0.002078
5076	37	0.002078
7139	37	0.002078
3858	37	0.002078
8142	37	0.002078
7257	37	0.002078
3754	37	0.002078
4371	37	0.002078
9238	37	0.002078
7524	37	0.002078
6346	37	0.002078
9136	37	0.002078
4763	37	0.002078
4929	37	0.002078
6515	37	0.002078
4757	37	0.002078
3558	37	0.002078
8175	37	0.002078
3975	37	0.002078
1858	37	0.002078
4635	37	0.002078
6008	37	0.002078
8729	37	0.002078
9820	37	0.002078
9968	37	0.002078
3623	37	0.002078
3953	37	0.002078
4743	37	0.002078
9520	37	0.002078
9170	37	0.002078
9970	37	0.002078
8614	37	0.002078
9853	37	0.002078
5067	37	0.002078
4981	37	0.002078
8218	37	0.002078
8232	37	0.002078
8873	37	0.002078
8653	37	0.002078
9239	37	0.002078
6967	37	0.002078
8277	37	0.002078
0458	37	0.002078
8213	37	0.002078
3834	37	0.002078
7043	37	0.002078
7023	37	0.002078
7408	37	0.002078
8608	37	0.002078
2860	37	0.002078
0466	37	0.002078
8222	37	0.002078
7129	37	0.002078
9373	37	0.002078
3772	37	0.002078
0566	37	0.002078
5965	37	0.002078
3066	37	0.002078
0172	37	0.002078
5093	37	0.002078
4651	37	0.002078
8861	37	0.002078
6309	37	0.002078
9781	37	0.002078
9252	37	0.002078
9997	37	0.002078
9029	37	0.002078
7809	37	0.002078
0452	37	0.002078
5167	36	0.002022
8375	36	0.002022
8018	36	0.002022
9143	36	0.002022
8972	36	0.002022
9826	36	0.002022
8378	36	0.002022
8161	36	0.002022
7928	36	0.002022
4238	36	0.002022
8296	36	0.002022
4296	36	0.002022
7416	36	0.002022
6651	36	0.002022
4446	36	0.002022
6938	36	0.002022
6236	36	0.002022
6950	36	0.002022
6716	36	0.002022
9783	36	0.002022
3797	36	0.002022
4173	36	0.002022
8017	36	0.002022
6093	36	0.002022
8739	36	0.002022
7645	36	0.002022
4924	36	0.002022
0633	36	0.002022
8626	36	0.002022
7133	36	0.002022
4537	36	0.002022
7976	36	0.002022
6135	36	0.002022
6949	36	0.002022
8770	36	0.002022
7567	36	0.002022
9580	36	0.002022
3442	36	0.002022
4717	36	0.002022
0265	36	0.002022
5774	36	0.002022
6385	36	0.002022
7933	36	0.002022
3830	36	0.002022
9146	36	0.002022
4931	36	0.002022
2843	36	0.002022
5636	36	0.002022
7010	36	0.002022
5830	36	0.002022
6146	36	0.002022
6639	36	0.002022
3659	36	0.002022
9326	36	0.002022
6855	36	0.002022
7618	36	0.002022
4384	36	0.002022
6823	36	0.002022
3059	36	0.002022
3470	36	0.002022
3969	36	0.002022
6727	36	0.002022
8276	36	0.002022
4998	36	0.002022
9656	36	0.002022
7109	36	0.002022
8044	36	0.002022
7835	36	0.002022
9197	36	0.002022
6220	36	0.002022
6152	36	0.002022
8215	36	0.002022
4543	36	0.002022
7078	36	0.002022
6638	36	0.002022
5921	36	0.002022
3954	36	0.002022
6960	36	0.002022
3043	36	0.002022
5148	36	0.002022
8269	36	0.002022
6519	36	0.002022
7539	36	0.002022
7035	36	0.002022
3638	36	0.002022
9582	36	0.002022
3709	36	0.002022
8955	36	0.002022
5926	36	0.002022
5045	36	0.002022
0163	36	0.002022
6314	36	0.002022
4814	36	0.002022
3857	36	0.002022
7642	36	0.002022
9272	36	0.002022
7828	36	0.002022
5376	36	0.002022
6858	36	0.002022
8115	36	0.002022
0272	36	0.002022
5075	36	0.002022
8760	36	0.002022
3973	36	0.002022
3798	36	0.002022
6051	36	0.002022
7764	36	0.002022
6308	36	0.002022
9154	36	0.002022
5916	36	0.002022
3967	36	0.002022
4930	36	0.002022
8551	36	0.002022
4779	36	0.002022
7735	36	0.002022
6043	36	0.002022
6897	36	0.002022
9951	36	0.002022
6059	36	0.002022
5209	36	0.002022
9768	36	0.002022
4632	36	0.002022
2739	36	0.002022
4736	36	0.002022
8733	36	0.002022
3765	36	0.002022
8530	36	0.002022
3949	36	0.002022
6557	36	0.002022
4264	36	0.002022
8874	36	0.002022
7451	36	0.002022
3852	36	0.002022
3642	36	0.002022
4855	36	0.002022
3471	36	0.002022
0039	36	0.002022
6253	36	0.002022
7565	36	0.002022
6724	36	0.002022
6032	36	0.002022
6959	36	0.002022
2849	36	0.002022
0960	36	0.002022
4241	36	0.002022
5922	36	0.002022
3068	36	0.002022
5649	36	0.002022
7540	36	0.002022
7363	36	0.002022
9777	36	0.002022
4730	36	0.002022
5173	36	0.002022
7018	36	0.002022
0067	36	0.002022
5034	36	0.002022
6243	36	0.002022
5753	36	0.002022
6631	36	0.002022
0171	36	0.002022
5861	36	0.002022
0340	36	0.002022
5086	36	0.002022
0833	36	0.002022
5839	36	0.002022
6317	35	0.001966
9679	35	0.001966
7966	35	0.001966
5864	35	0.001966
3682	35	0.001966
7657	35	0.001966
7840	35	0.001966
0149	35	0.001966
9784	35	0.001966
0561	35	0.001966
4629	35	0.001966
9833	35	0.001966
4749	35	0.001966
9355	35	0.001966
6099	35	0.001966
9613	35	0.001966
5370	35	0.001966
6357	35	0.001966
5375	35	0.001966
8678	35	0.001966
3441	35	0.001966
6339	35	0.001966
8962	35	0.001966
6563	35	0.001966
9572	35	0.001966
4084	35	0.001966
7508	35	0.001966
6318	35	0.001966
8026	35	0.001966
5373	35	0.001966
6549	35	0.001966
4274	35	0.001966
9147	35	0.001966
8968	35	0.001966
5973	35	0.001966
8217	35	0.001966
2961	35	0.001966
3346	35	0.001966
9259	35	0.001966
0676	35	0.001966
6581	35	0.001966
7572	35	0.001966
9658	35	0.001966
4978	35	0.001966
6544	35	0.001966
0771	35	0.001966
3850	35	0.001966
8397	35	0.001966
7818	35	0.001966
6430	35	0.001966
4062	35	0.001966
5663	35	0.001966
7633	35	0.001966
3759	35	0.001966
9235	35	0.001966
4809	35	0.001966
5175	35	0.001966
8468	35	0.001966
4849	35	0.001966
0260	35	0.001966
8195	35	0.001966
5866	35	0.001966
9335	35	0.001966
3922	35	0.001966
8726	35	0.001966
3920	35	0.001966
7142	35	0.001966
6471	35	0.001966
8152	35	0.001966
4674	35	0.001966
7671	35	0.001966
4346	35	0.001966
2937	35	0.001966
7024	35	0.001966
3875	35	0.001966
6719	35	0.001966
4838	35	0.001966
9297	35	0.001966
0378	35	0.001966
8652	35	0.001966
7566	35	0.001966
9249	35	0.001966
3903	35	0.001966
5617	35	0.001966
3854	35	0.001966
4760	35	0.001966
0360	35	0.001966
8014	35	0.001966
9448	35	0.001966
0636	35	0.001966
4609	35	0.001966
6415	35	0.001966
3649	35	0.001966
6803	35	0.001966
4936	35	0.001966
9868	35	0.001966
9044	35	0.001966
5720	35	0.001966
6529	35	0.001966
5915	35	0.001966
4961	35	0.001966
0238	35	0.001966
9752	35	0.001966
6634	35	0.001966
5018	35	0.001966
4063	35	0.001966
4353	35	0.001966
7927	35	0.001966
0972	35	0.001966
6735	35	0.001966
7341	35	0.001966
8268	35	0.001966
8165	35	0.001966
0164	35	0.001966
6214	35	0.001966
6067	35	0.001966
9172	35	0.001966
5735	35	0.001966
8755	35	0.001966
8751	35	0.001966
7598	35	0.001966
8316	35	0.001966
9375	35	0.001966
5909	35	0.001966
5960	35	0.001966
3073	35	0.001966
4952	35	0.001966
9928	35	0.001966
7647	35	0.001966
0233	35	0.001966
5844	35	0.001966
8849	35	0.001966
9026	35	0.001966
9370	35	0.001966
3928	35	0.001966
7538	35	0.001966
5994	35	0.001966
9329	35	0.001966
9817	35	0.001966
2960	35	0.001966
7859	35	0.001966
5638	35	0.001966
8868	35	0.001966
8240	35	0.001966
4925	35	0.001966
9641	35	0.001966
9827	35	0.001966
7630	35	0.001966
9262	35	0.001966
8552	34	0.001909
5344	34	0.001909
2959	34	0.001909
3778	34	0.001909
8279	34	0.001909
7344	34	0.001909
9040	34	0.001909
7051	34	0.001909
7648	34	0.001909
5062	34	0.001909
5970	34	0.001909
7841	34	0.001909
7534	34	0.001909
8931	34	0.001909
8655	34	0.001909
8663	34	0.001909
5918	34	0.001909
0243	34	0.001909
3727	34	0.001909
0335	34	0.001909
7543	34	0.001909
5842	34	0.001909
6732	34	0.001909
3917	34	0.001909
8372	34	0.001909
8728	34	0.001909
8365	34	0.001909
8071	34	0.001909
8077	34	0.001909
3552	34	0.001909
6231	34	0.001909
7162	34	0.001909
4362	34	0.001909
8229	34	0.001909
8747	34	0.001909
7529	34	0.001909
6024	34	0.001909
0965	34	0.001909
7836	34	0.001909
5724	34	0.001909
8256	34	0.001909
5719	34	0.001909
3273	34	0.001909
8237	34	0.001909
9771	34	0.001909
8727	34	0.001909
6045	34	0.001909
6250	34	0.001909
5939	34	0.001909
7345	34	0.001909
8496	34	0.001909
7930	34	0.001909
0872	34	0.001909
5933	34	0.001909
7969	34	0.001909
9209	34	0.001909
5871	34	0.001909
0173	34	0.001909
5881	34	0.001909
5539	34	0.001909
8236	34	0.001909
7252	34	0.001909
3997	34	0.001909
0241	34	0.001909
4853	34	0.001909
7952	34	0.001909
9542	34	0.001909
3930	34	0.001909
0455	34	0.001909
5942	34	0.001909
6829	34	0.001909
7442	34	0.001909
6997	34	0.001909
0332	34	0.001909
6548	34	0.001909
6777	34	0.001909
9942	34	0.001909
6840	34	0.001909
7159	34	0.001909
8060	34	0.001909
8342	34	0.001909
5540	34	0.001909
4341	34	0.001909
4670	34	0.001909
8164	34	0.001909
8243	34	0.001909
9160	34	0.001909
4817	34	0.001909
6429	34	0.001909
7168	34	0.001909
9675	34	0.001909
6815	34	0.001909
4843	34	0.001909
5771	34	0.001909
7258	34	0.001909
7144	34	0.001909
8759	34	0.001909
9816	34	0.001909
7820	34	0.001909
6936	34	0.001909
8544	34	0.001909
0359	34	0.001909
7541	34	0.001909
7631	34	0.001909
4751	34	0.001909
3762	34	0.001909
6337	34	0.001909
3472	34	0.001909
7045	34	0.001909
0046	34	0.001909
6354	34	0.001909
7876	34	0.001909
7259	34	0.001909
5343	34	0.001909
8262	34	0.001909
4870	34	0.001909
6648	34	0.001909
6442	34	0.001909
8953	34	0.001909
6381	34	0.001909
8308	34	0.001909
7551	34	0.001909
0270	34	0.001909
4744	34	0.001909
9525	34	0.001909
6080	34	0.001909
5728	34	0.001909
0148	34	0.001909
5937	34	0.001909
7643	34	0.001909
8409	34	0.001909
8153	34	0.001909
0844	34	0.001909
7748	34	0.001909
9545	34	0.001909
5833	34	0.001909
6353	34	0.001909
9135	34	0.001909
9526	34	0.001909
8155	34	0.001909
3668	34	0.001909
6359	34	0.001909
5740	34	0.001909
6472	34	0.001909
0571	34	0.001909
5351	34	0.001909
0061	34	0.001909
0966	34	0.001909
7763	34	0.001909
4847	34	0.001909
4630	34	0.001909
0640	34	0.001909
9617	34	0.001909
8140	34	0.001909
8708	34	0.001909
9832	34	0.001909
9956	34	0.001909
7014	34	0.001909
4940	33	0.001853
8363	33	0.001853
4933	33	0.001853
6332	33	0.001853
5936	33	0.001853
0463	33	0.001853
7313	33	0.001853
5733	33	0.001853
9544	33	0.001853
6147	33	0.001853
5850	33	0.001853
7720	33	0.001853
0572	33	0.001853
8333	33	0.001853
8141	33	0.001853
8176	33	0.001853
8046	33	0.001853
8562	33	0.001853
3832	33	0.001853
4539	33	0.001853
6957	33	0.001853
7157	33	0.001853
9055	33	0.001853
8974	33	0.001853
8171	33	0.001853
5770	33	0.001853
0082	33	0.001853
8139	33	0.001853
7163	33	0.001853
9330	33	0.001853
9141	33	0.001853
0474	33	0.001853
8834	33	0.001853
7832	33	0.001853
4078	33	0.001853
0644	33	0.001853
8419	33	0.001853
5914	33	0.001853
7262	33	0.001853
6813	33	0.001853
5729	33	0.001853
3776	33	0.001853
0632	33	0.001853
7251	33	0.001853
2853	33	0.001853
4072	33	0.001853
8258	33	0.001853
5762	33	0.001853
4347	33	0.001853
6435	33	0.001853
0554	33	0.001853
8031	33	0.001853
0470	33	0.001853
8927	33	0.001853
6081	33	0.001853
4429	33	0.001853
3749	33	0.001853
5174	33	0.001853
8331	33	0.001853
8382	33	0.001853
8428	33	0.001853
9097	33	0.001853
6023	33	0.001853
0543	33	0.001853
8357	33	0.001853
7959	33	0.001853
4174	33	0.001853
4553	33	0.001853
4065	33	0.001853
9265	33	0.001853
9962	33	0.001853
7340	33	0.001853
0442	33	0.001853
7871	33	0.001853
8451	33	0.001853
0675	33	0.001853
3843	33	0.001853
7366	33	0.001853
8464	33	0.001853
0642	33	0.001853
4915	33	0.001853
8147	33	0.001853
8241	33	0.001853
0349	33	0.001853
5760	33	0.001853
4955	33	0.001853
5098	33	0.001853
6004	33	0.001853
5725	33	0.001853
8373	33	0.001853
3960	33	0.001853
8659	33	0.001853
6138	33	0.001853
9031	33	0.001853
9261	33	0.001853
7050	33	0.001853
8979	33	0.001853
3816	33	0.001853
9964	33	0.001853
7086	33	0.001853
6617	33	0.001853
8574	33	0.001853
9661	33	0.001853
5958	33	0.001853
8052	33	0.001853
8767	33	0.001853
0541	33	0.001853
0275	33	0.001853
8344	33	0.001853
5931	33	0.001853
6209	33	0.001853
7514	33	0.001853
8134	33	0.001853
9476	33	0.001853
6042	33	0.001853
7053	33	0.001853
4737	33	0.001853
8628	33	0.001853
6852	33	0.001853
9721	33	0.001853
7646	33	0.001853
4967	33	0.001853
0167	33	0.001853
9664	33	0.001853
9920	33	0.001853
9425	33	0.001853
0732	33	0.001853
6417	33	0.001853
8244	33	0.001853
6941	33	0.001853
8662	33	0.001853
5019	33	0.001853
8497	33	0.001853
0254	33	0.001853
6775	33	0.001853
6323	33	0.001853
9673	33	0.001853
6077	33	0.001853
9761	33	0.001853
4966	33	0.001853
6745	33	0.001853
7868	33	0.001853
9519	33	0.001853
8670	33	0.001853
3728	33	0.001853
9655	33	0.001853
0564	33	0.001853
8575	33	0.001853
6064	33	0.001853
7371	33	0.001853
0161	33	0.001853
9271	33	0.001853
4731	33	0.001853
4375	33	0.001853
7394	33	0.001853
8941	32	0.001797
4058	32	0.001797
0538	32	0.001797
6650	32	0.001797
4872	32	0.001797
6558	32	0.001797
0745	32	0.001797
3761	32	0.001797
6371	32	0.001797
8329	32	0.001797
0083	32	0.001797
3756	32	0.001797
7949	32	0.001797
